Feature_Name,Score
ST_Slope,415.83034587096483
ChestPainType_ASY,333.6519416498142
ExerciseAngina_0,296.14477081610903
ExerciseAngina_1,296.14477081610886
Oldpeak,178.615120311837
ChestPainType_ATA,176.48290509961095
MaxHR,174.9135852879095
Sex_M,94.25318384575257
Sex_F,94.25318384575239
Age,79.16077949095954
