Date,Open,High,Low,Close,Adj Close,Volume
2007-01-03,142.250000,142.860001,140.570007,141.369995,105.446709,94807600
2007-01-04,141.229996,142.050003,140.610001,141.669998,105.670494,69620600
2007-01-05,141.330002,141.399994,140.380005,140.539993,104.827652,76645300
2007-01-08,140.820007,141.410004,140.250000,141.190002,105.312447,71655000
2007-01-09,141.309998,141.600006,140.399994,141.070007,105.222954,75680100
2007-01-10,140.580002,141.570007,140.300003,141.539993,105.573524,72428000
2007-01-11,141.580002,142.619995,141.500000,142.160004,106.035988,54476800
2007-01-12,142.149994,143.240005,142.110001,143.240005,106.841583,55370600
2007-01-16,143.070007,143.440002,142.729996,142.960007,106.632690,44871300
2007-01-17,142.850006,143.460007,142.729996,143.020004,106.677437,50241400
2007-01-18,143.169998,143.259995,142.309998,142.539993,106.319427,68177300
2007-01-19,142.539993,143.100006,142.460007,142.820007,106.528290,56973000
2007-01-22,143.070007,143.100006,141.929993,142.380005,106.200096,60253600
2007-01-23,142.259995,143.080002,142.059998,142.800003,106.513336,54064400
2007-01-24,142.970001,143.979996,142.910004,143.949997,107.371124,55834700
2007-01-25,143.860001,143.919998,142.009995,142.259995,106.110550,73583800
2007-01-26,142.570007,142.649994,141.580002,142.130005,106.013618,67255600
2007-01-29,142.190002,142.800003,141.740005,142.050003,105.953926,66114600
2007-01-30,142.350006,142.860001,142.059998,142.789993,106.505882,70407600
2007-01-31,142.630005,144.130005,142.399994,143.750000,107.221954,91868600
2007-02-01,144.149994,144.660004,143.910004,144.610001,107.863449,69312400
2007-02-02,144.729996,144.949997,144.380005,144.809998,108.012634,49607000
2007-02-05,144.699997,144.940002,144.339996,144.850006,108.042496,45705300
2007-02-06,144.970001,145.029999,144.330002,144.889999,108.072266,57081300
2007-02-07,145.119995,145.360001,144.570007,145.210007,108.310974,55669700
2007-02-08,144.779999,145.119995,144.270004,145.020004,108.169258,70641000
2007-02-09,145.059998,145.330002,143.389999,143.940002,107.363640,79084400
2007-02-12,143.940002,144.039993,143.190002,143.449997,106.998177,65657000
2007-02-13,143.770004,144.899994,143.759995,144.660004,107.900772,64081800
2007-02-14,144.800003,145.899994,144.779999,145.610001,108.609306,66039400
2007-02-15,145.669998,145.949997,145.429993,145.800003,108.751015,38715200
2007-02-16,145.440002,145.759995,145.229996,145.729996,108.698807,39841800
2007-02-20,145.559998,146.199997,145.000000,146.039993,108.930016,56911800
2007-02-21,145.610001,146.070007,145.350006,145.979996,108.885277,63971600
2007-02-22,146.050003,146.419998,145.169998,145.869995,108.803268,79067400
2007-02-23,145.740005,145.789993,145.029999,145.300003,108.378098,71966200
2007-02-26,145.830002,145.949997,144.750000,145.169998,108.281151,69192800
2007-02-27,143.880005,144.199997,139.000000,139.500000,104.051910,274466500
2007-02-28,140.389999,141.979996,139.800003,140.929993,105.118561,177536300
2007-03-01,139.339996,141.250000,138.050003,140.509995,104.805260,212828600
2007-03-02,140.050003,140.660004,138.660004,138.669998,103.432854,162574000
2007-03-05,137.929993,139.580002,137.330002,137.350006,102.448273,143750400
2007-03-06,138.779999,140.119995,137.720001,139.699997,104.201111,143333300
2007-03-07,139.589996,140.460007,139.399994,139.559998,104.096642,115144900
2007-03-08,140.539993,141.160004,140.070007,140.740005,104.976807,117891600
2007-03-09,141.309998,141.419998,140.080002,140.779999,105.006653,107765100
2007-03-12,140.419998,141.339996,140.160004,140.990005,105.163330,80366900
2007-03-13,140.179993,140.770004,138.039993,138.250000,103.119553,190605200
2007-03-14,138.429993,139.360001,136.750000,139.279999,103.887802,231853800
2007-03-15,138.970001,139.990005,138.800003,139.470001,104.029533,132435900
2007-03-16,139.309998,139.630005,138.119995,138.529999,103.738235,121531600
2007-03-19,139.259995,140.330002,139.149994,140.199997,104.988831,96161200
2007-03-20,140.080002,141.050003,139.960007,140.970001,105.565430,82147400
2007-03-21,141.100006,143.649994,140.820007,143.289993,107.302780,152368700
2007-03-22,143.479996,143.679993,142.789993,143.179993,107.220406,118942200
2007-03-23,143.279999,143.809998,143.149994,143.389999,107.377655,74416800
2007-03-26,143.500000,143.649994,142.089996,143.199997,107.235405,113787500
2007-03-27,143.119995,143.160004,142.389999,142.860001,106.980766,99864600
2007-03-28,142.139999,142.470001,141.259995,141.820007,106.201958,152907900
2007-03-29,142.539993,142.610001,141.190002,141.970001,106.314262,139432700
2007-03-30,142.240005,142.839996,140.559998,142.000000,106.336739,128194100
2007-04-02,142.160004,142.460007,141.479996,142.160004,106.456573,79416400
2007-04-03,142.970001,143.979996,142.910004,143.690002,107.602303,82417800
2007-04-04,143.690002,143.949997,143.160004,143.850006,107.722115,63995200
2007-04-05,143.669998,144.440002,143.610001,144.240005,108.014153,46822800
2007-04-09,144.649994,144.800003,144.149994,144.440002,108.163933,50967400
2007-04-10,144.330002,144.850006,144.270004,144.610001,108.291260,56620000
2007-04-11,144.820007,144.860001,143.539993,144.020004,107.849457,106365700
2007-04-12,143.740005,144.919998,143.339996,144.660004,108.328766,115534400
2007-04-13,144.899994,145.320007,144.360001,145.320007,108.822945,84287000
2007-04-16,145.830002,146.860001,145.820007,146.699997,109.856354,83064600
2007-04-17,146.970001,147.399994,146.649994,147.089996,110.148354,108424100
2007-04-18,146.600006,147.699997,146.570007,147.270004,110.283211,88345300
