Feature_Name,Score
ST_Slope,386.768773146235
ChestPainType_ASY,259.9199974679575
ExerciseAngina_0,241.7547270926938
ExerciseAngina_1,241.75472709269363
Scaled_Oldpeak,155.3564470947658
ChestPainType_ATA,141.3868498567886
Scaled_MaxHR,136.88427727379155
Sex_M,80.81774198357397
Sex_F,80.81774198357392
Sacled_age,60.25608279818151
FastingBS,59.72789322490046
Scaled_Cholesterol,47.631672317943185
ChestPainType_NAP,35.167006596325166
RestingECG_ST,9.183855355468634
Scaled_RestingBP,7.73747559251524
