Date,Open,High,Low,Close,Adj Close,Volume
2007-01-01,142.250000,142.860001,140.380005,140.539993,104.827629,241073500
2007-01-08,140.820007,143.240005,140.250000,143.240005,106.841560,329610500
2007-01-15,143.070007,143.460007,142.309998,142.820007,106.528320,220263000
2007-01-22,143.070007,143.979996,141.580002,142.130005,106.013611,310992100
2007-01-29,142.190002,144.949997,141.740005,144.809998,108.012589,347310200
2007-02-05,144.699997,145.360001,143.389999,143.940002,107.363686,308181700
2007-02-12,143.940002,145.949997,143.190002,145.729996,108.698837,274335200
2007-02-19,145.559998,146.419998,145.000000,145.300003,108.378113,271917000
2007-02-26,145.830002,145.949997,138.050003,138.669998,103.432793,896598200
2007-03-05,137.929993,141.419998,137.330002,140.779999,105.006660,627885300
2007-03-12,140.419998,141.339996,136.750000,138.529999,103.328392,756793400
2007-03-19,139.259995,143.809998,139.149994,143.389999,107.377655,524036300
2007-03-26,143.500000,143.649994,140.559998,142.000000,106.336754,634186800
2007-04-02,142.160004,144.440002,141.479996,144.240005,108.014153,272652200
2007-04-09,144.649994,145.320007,143.339996,145.320007,108.822929,413774500
2007-04-16,145.830002,148.619995,145.820007,148.619995,111.294121,506895800
2007-04-23,148.369995,149.800003,147.320007,149.529999,111.975586,497093300
2007-04-30,149.639999,151.119995,147.669998,150.919998,113.016479,505325300
2007-05-07,150.880005,152.820007,149.270004,150.860001,112.971527,513142200
2007-05-14,150.860001,152.619995,149.789993,152.619995,114.289551,603182100
2007-05-21,152.580002,153.500000,150.740005,151.690002,113.593102,661502200
2007-05-28,151.940002,154.399994,151.339996,154.080002,115.382866,433672000
2007-06-04,153.539993,154.389999,149.059998,151.039993,113.106361,777324100
2007-06-11,150.929993,153.660004,149.550003,153.070007,114.626541,829549100
2007-06-18,153.380005,153.580002,149.850006,150.550003,113.225327,786735600
2007-06-25,150.240005,151.649994,148.059998,150.429993,113.135094,1001504900
2007-07-02,150.869995,153.169998,150.770004,152.979996,115.052856,327793400
2007-07-09,153.160004,155.460007,150.520004,154.850006,116.459274,673995100
2007-07-16,154.990005,155.529999,152.830002,153.500000,115.443985,853182600
2007-07-23,154.179993,154.720001,145.050003,145.110001,109.134041,1533710900
2007-07-30,145.929993,149.460007,143.199997,143.800003,108.148804,1721820800
2007-08-06,144.210007,150.589996,142.529999,144.710007,108.833199,1601119800
2007-08-13,146.500000,146.889999,137.000000,144.710007,108.833199,1704847500
2007-08-20,145.169998,148.330002,143.289993,148.330002,111.555702,850360700
2007-08-27,147.850006,148.500000,143.460007,147.589996,110.999146,917764000
2007-09-03,147.449997,149.979996,145.259995,146.070007,109.856018,649649800
2007-09-10,146.520004,149.449997,144.330002,148.899994,111.984360,779932400
2007-09-17,148.309998,154.389999,147.630005,151.970001,114.293228,884054500
2007-09-24,152.419998,153.190002,150.470001,152.580002,115.296471,653372500
2007-10-01,152.600006,156.100006,152.500000,155.850006,117.767395,591641100
2007-10-08,155.389999,157.520004,154.539993,156.330002,118.130066,625121600
2007-10-15,156.270004,156.479996,149.660004,149.669998,113.097496,989902300
2007-10-22,148.860001,153.619995,148.660004,153.619995,116.082253,1182627600
2007-10-29,153.929993,155.270004,149.210007,151.199997,114.253654,1125046000
2007-11-05,149.639999,152.110001,144.889999,145.139999,109.674454,1363536200
2007-11-12,145.210007,149.399994,143.699997,145.789993,110.165588,1236645700
2007-11-19,145.279999,145.529999,141.669998,144.130005,108.911224,1019214300
2007-11-26,144.429993,149.869995,140.660004,148.660004,112.334297,1189044700
2007-12-03,148.190002,151.500000,146.309998,150.910004,114.034492,757531800
2007-12-10,151.279999,152.889999,147.100006,147.169998,111.208420,1093400500
2007-12-17,146.610001,148.419998,143.960007,148.130005,111.933769,982654100
2007-12-24,148.820007,149.679993,146.899994,147.300003,111.897331,352074300
2007-12-31,147.100006,147.610001,140.910004,141.309998,107.347000,670526600
2008-01-07,141.809998,142.899994,137.699997,140.149994,106.465782,1465959400
2008-01-14,141.160004,141.860001,131.100006,132.059998,100.320213,1535562300
2008-01-21,127.209999,136.759995,126.000000,133.039993,101.064651,1477389900
2008-01-28,133.259995,139.610001,132.059998,139.580002,106.032837,1272366500
2008-02-04,139.210007,139.300003,131.729996,133.070007,101.087456,1181381300
2008-02-11,133.100006,137.059998,132.039993,135.139999,102.659935,996516000
2008-02-18,136.720001,137.009995,132.860001,135.619995,103.024620,771817900
2008-02-25,135.539993,139.139999,132.779999,133.820007,101.657204,994469800
2008-03-03,133.139999,134.770004,128.580002,129.710007,98.535011,1317024300
2008-03-10,129.839996,133.770004,127.589996,129.610001,98.459053,1642477300
2008-03-17,126.570000,134.649994,126.070000,132.080002,100.335350,1331020000
2008-03-24,133.309998,135.809998,131.059998,131.509995,100.396996,1004908100
2008-03-31,131.289993,137.960007,131.089996,136.889999,104.504166,1012481800
2008-04-07,137.869995,138.570007,133.009995,133.380005,101.824577,914734500
2008-04-14,133.190002,139.559998,132.330002,138.479996,105.718002,920376400
2008-04-21,138.229996,139.889999,136.899994,139.600006,106.573006,894231800
2008-04-28,139.880005,142.369995,138.259995,141.509995,108.031136,808385200
2008-05-05,141.050003,142.199997,138.449997,138.899994,106.038635,828021000
2008-05-12,139.250000,142.869995,138.729996,142.660004,108.909081,860072700
2008-05-19,142.809998,144.300003,137.520004,137.639999,105.076714,949138100
2008-05-26,137.800003,140.929993,137.529999,140.350006,107.145546,640900200
2008-06-02,139.830002,140.889999,136.220001,136.289993,104.046112,1321816700
2008-06-09,136.860001,137.500000,133.520004,136.149994,103.939232,1269907600
2008-06-16,135.550003,137.119995,131.220001,131.580002,100.450417,1236913800
2008-06-23,132.089996,133.399994,127.040001,127.529999,97.845566,1321449300
2008-06-30,127.889999,129.160004,124.989998,126.309998,96.909523,1174881700
2008-07-07,126.790001,127.739998,122.489998,123.839996,95.014450,2002730700
2008-07-14,125.260002,126.419998,120.019997,125.980003,96.656357,1839386900
2008-07-21,126.510002,129.149994,124.849998,125.480003,96.272682,1299231100
2008-07-28,125.510002,128.600006,123.419998,126.160004,96.794449,1347509900
2008-08-04,126.040001,129.929993,124.760002,129.369995,99.257263,1156496800
2008-08-11,129.470001,131.509995,127.669998,130.169998,99.871033,1139575900
2008-08-18,130.429993,130.479996,126.339996,129.649994,99.472092,940772100
2008-08-25,128.800003,130.339996,126.580002,128.789993,98.812256,858819800
2008-09-01,130.029999,130.710007,122.000000,124.419998,95.459435,1133857800
2008-09-08,128.039993,128.240005,121.599998,126.089996,96.740723,1713539300
2008-09-15,121.629997,128.000000,113.800003,124.120003,95.229263,2966649400
2008-09-22,124.449997,124.750000,117.790001,120.849998,93.257103,1503425700
2008-09-29,119.139999,119.339996,109.680000,110.339996,85.146782,1947635500
2008-10-06,107.150002,107.620003,83.580002,88.500000,68.293365,3281575900
2008-10-13,93.870003,105.529999,86.540001,93.209999,71.927956,2671940000
2008-10-20,95.349998,99.099998,84.000000,87.040001,67.166725,2374443200
2008-10-27,85.970001,98.570000,83.699997,96.830002,74.721428,2394474300
2008-11-03,96.779999,100.860001,90.059998,93.860001,72.429558,1798169800
2008-11-10,95.209999,95.529999,82.089996,86.620003,66.842636,2468096000
2008-11-17,86.379997,88.559998,74.339996,79.519997,61.363705,3030111200
2008-11-24,81.919998,90.129997,80.360001,90.089996,69.520355,1465860000
2008-12-01,87.510002,88.419998,81.860001,87.930000,67.853508,2275378100
2008-12-08,90.339996,92.379997,85.199997,88.989998,68.671486,1959958100
2008-12-15,89.019997,92.430000,86.290001,88.190002,68.054146,1592338100
