Date,Open,High,Low,Close,Adj Close,Volume
2008-12-22,88.580002,88.669998,85.489998,87.160004,67.805328,602214000
2008-12-29,87.239998,93.440002,85.599998,92.959999,72.317352,717605700
2009-01-05,92.629997,94.449997,85.360001,89.089996,69.306740,1444297800
2009-01-12,88.839996,88.910004,81.720001,85.059998,66.171654,2001666900
2009-01-19,84.230003,85.059998,80.050003,83.110001,64.654671,1598956800
2009-01-26,83.589996,87.949997,82.209999,82.830002,64.436813,1599551600
2009-02-02,81.570000,87.339996,77.730003,86.980003,67.665306,1673389500
2009-02-09,86.959999,87.739998,81.050003,82.760002,64.382370,1864031100
2009-02-16,80.160004,82.959999,75.769997,77.419998,60.228176,1635919000
2009-02-23,78.269997,79.669998,73.809998,73.930000,57.513157,2101752900
2009-03-02,72.519997,73.919998,67.099998,68.919998,53.615688,2308986100
2009-03-09,67.949997,76.980003,67.730003,76.089996,59.193516,1889958900
2009-03-16,76.959999,81.000000,75.449997,76.709999,59.675854,1990331000
2009-03-23,78.739998,83.300003,78.309998,81.610001,63.942181,1936336900
2009-03-30,79.800003,84.610001,77.959999,84.260002,66.018463,1826242100
2009-04-06,83.339996,85.820000,81.510002,85.809998,67.232880,1023870700
2009-04-13,84.919998,87.650002,83.610001,87.080002,68.227959,1350024300
2009-04-20,85.540001,87.309998,82.750000,86.660004,67.898880,1360782900
2009-04-27,85.680000,89.019997,84.760002,87.889999,68.862587,1386543700
2009-05-04,88.550003,93.220001,88.379997,92.980003,72.850670,1438907000
2009-05-11,91.699997,92.110001,88.150002,88.709999,69.505051,1331575400
2009-05-18,89.550003,92.800003,88.260002,89.019997,69.747940,1159072100
2009-05-25,88.360001,93.699997,88.320000,92.529999,72.498085,1030070800
2009-06-01,93.669998,95.669998,92.760002,94.550003,74.080765,1236792000
2009-06-08,93.839996,96.110001,93.040001,95.080002,74.496033,1219567000
2009-06-15,93.959999,94.019997,90.830002,92.040001,72.114197,1102335400
2009-06-22,91.139999,92.239998,88.849998,91.839996,72.363930,1098791100
2009-06-29,92.110001,93.230003,89.760002,89.809998,70.764427,782720500
2009-07-06,88.940002,89.930000,87.000000,87.959999,69.306747,956936900
2009-07-13,88.309998,94.510002,87.589996,94.129997,74.168282,989515000
2009-07-20,94.680000,98.139999,94.190002,98.059998,77.264885,990764400
2009-07-27,97.879997,99.830002,96.980003,98.809998,77.855820,973277300
2009-08-03,99.849998,102.029999,99.309998,101.199997,79.738991,951062600
2009-08-10,100.739998,101.610001,99.459999,100.790001,79.415939,883317700
2009-08-17,98.849998,103.129997,98.110001,102.970001,81.133644,1002678100
2009-08-24,103.389999,104.349998,101.940002,103.379997,81.456703,944464800
2009-08-31,102.370003,103.239998,99.570000,102.059998,80.416626,955393600
2009-09-07,103.000000,105.300003,102.389999,104.769997,82.551926,602784100
2009-09-14,103.879997,108.059998,103.150002,106.720001,84.088409,935766000
2009-09-21,105.889999,108.029999,104.089996,104.449997,82.691803,953661900
2009-09-28,104.849998,107.019997,101.989998,102.489998,81.140083,1012992100
2009-10-05,102.900002,107.260002,102.599998,107.260002,84.916451,829880500
2009-10-12,107.760002,109.709999,106.760002,108.889999,86.206871,833088300
2009-10-19,109.070000,110.309998,107.500000,108.080002,85.565643,1044308000
2009-10-26,108.199997,109.309998,103.440002,103.559998,81.987183,1267834600
2009-11-02,104.129997,107.400002,103.080002,107.129997,84.813530,1081551600
2009-11-09,107.949997,110.820000,107.870003,109.620003,86.784813,808969200
2009-11-16,110.379997,111.690002,109.010002,109.430000,86.634422,857473700
2009-11-23,110.720001,111.739998,108.290001,109.570000,86.745247,521996900
2009-11-30,109.480003,112.379997,108.120003,111.010002,87.885262,895036300
2009-12-07,110.910004,111.529999,109.019997,111.110001,87.964417,715769500
2009-12-14,111.870003,112.129997,109.279999,110.209999,87.251892,740889800
2009-12-21,110.760002,112.599998,110.760002,112.480003,89.528473,361207700
2009-12-28,112.900002,113.029999,111.389999,111.440002,88.700676,331857300
2010-01-04,112.370003,114.620003,111.510002,114.570000,91.192001,604092800
2010-01-11,115.080002,115.139999,113.199997,113.639999,90.451775,759533100
2010-01-18,113.620003,115.129997,109.089996,109.209999,86.925697,1046464900
2010-01-25,110.209999,110.470001,107.220001,107.389999,85.477074,1296751500
2010-02-01,108.150002,110.589996,104.580002,106.660004,84.896049,1427225100
2010-02-08,106.739998,108.250000,105.809998,108.040001,85.994415,1330712600
2010-02-15,108.860001,111.570000,107.820000,111.139999,88.461914,744556100
2010-02-22,111.550003,111.580002,108.940002,110.739998,88.143509,949418600
2010-03-01,111.199997,114.339996,111.169998,114.250000,90.937271,771376300
2010-03-08,114.260002,115.970001,113.870003,115.459999,91.900398,778142600
2010-03-15,115.260002,117.480003,114.599998,115.970001,92.306335,916108100
2010-03-22,115.309998,118.169998,115.239998,116.580002,93.173988,992696800
2010-03-29,117.169998,118.250000,116.610001,117.800003,94.149055,602579900
2010-04-05,118.250000,119.599998,117.599998,119.550003,95.547699,692518600
2010-04-12,119.699997,121.570000,118.750000,119.360001,95.395813,908333600
2010-04-19,119.010002,121.860001,118.470001,121.809998,97.353943,861261700
2010-04-26,121.849998,122.120003,118.250000,118.809998,94.956245,1263760600
2010-05-03,119.379997,120.680000,105.000000,111.260002,88.922081,2156989900
2010-05-10,115.809998,117.680000,112.870003,113.889999,91.024055,1529670400
2010-05-17,114.199997,115.220001,105.360001,109.110001,87.203728,2112367000
2010-05-24,108.519997,110.800003,104.379997,109.370003,87.411522,1614851500
2010-05-31,108.349998,111.059998,106.459999,106.820000,85.373520,1143247000
2010-06-07,107.199997,109.750000,104.650002,109.680000,87.659302,1422425500
2010-06-14,110.519997,112.419998,109.400002,111.730003,89.297722,1099031200
2010-06-21,113.120003,113.199997,106.769997,107.870003,86.622864,1214386100
2010-06-28,108.029999,108.320000,101.129997,102.199997,82.069672,1443279800
2010-07-05,103.639999,107.970001,101.879997,107.959999,86.695145,866546700
2010-07-12,107.599998,110.089996,106.449997,106.660004,85.651222,1043767600
2010-07-19,107.050003,110.570000,105.820000,110.410004,88.662575,1206200500
2010-07-26,110.599998,112.290001,108.980003,110.269997,88.550156,992577200
2010-08-02,111.989998,113.110001,110.919998,112.389999,90.252579,873294300
2010-08-09,112.919998,113.180000,107.599998,108.309998,86.976212,1035364700
2010-08-16,107.570000,110.389999,106.750000,107.529999,86.349846,978649500
2010-08-23,108.040001,108.570000,104.290001,106.860001,85.811821,1213491400
2010-08-30,106.580002,110.989998,104.489998,110.889999,89.048035,1066309300
2010-09-06,110.370003,111.680000,109.550003,111.480003,89.521812,566735000
2010-09-13,112.580002,113.290001,111.980003,112.489998,90.332878,952735300
2010-09-20,112.879997,114.900002,112.180000,114.820000,92.697556,1086292800
2010-09-27,114.860001,115.790001,113.180000,114.610001,92.528030,979380500
2010-10-04,114.370003,116.860001,113.180000,116.540001,94.086166,887034000
2010-10-11,116.720001,118.550003,115.650002,117.699997,95.022652,941124800
2010-10-18,117.739998,119.089996,116.019997,118.349998,95.547432,951659200
2010-10-25,119.139999,119.760002,117.260002,118.489998,95.660469,813034100
2010-11-01,119.070000,122.919998,117.849998,122.720001,99.075462,954817000
2010-11-08,122.339996,122.949997,119.650002,120.199997,97.040985,961202500
2010-11-15,120.580002,121.050003,117.589996,120.290001,97.113655,990392500
2010-11-22,119.690002,120.239998,117.989998,118.800003,95.910721,619723900
2010-11-29,118.500000,123.029999,117.739998,122.889999,99.212730,1021112700
2010-12-06,122.629997,124.599998,122.410004,124.480003,100.496353,688927500
2010-12-13,125.050003,125.230003,123.750000,124.300003,100.351044,767995900
2010-12-20,124.639999,125.820000,123.980003,125.599998,101.933853,362982800
2010-12-27,125.129997,126.199997,125.040001,125.750000,102.055595,339304000
2011-01-03,126.709999,127.830002,125.699997,127.139999,103.183655,688663800
2011-01-10,126.580002,129.330002,126.199997,129.300003,104.936684,587344200
2011-01-17,129.179993,129.639999,127.129997,128.369995,104.181900,593568300
2011-01-24,128.289993,130.350006,127.510002,127.720001,103.654396,841489200
2011-01-31,128.070007,131.199997,127.750000,131.149994,106.438087,715288600
2011-02-07,131.440002,133.279999,131.300003,133.110001,108.028770,658367400
2011-02-14,133.029999,134.690002,132.320007,134.529999,109.181206,591262500
2011-02-21,133.119995,134.559998,129.699997,132.330002,107.395760,862818700
2011-02-28,132.820007,133.690002,130.350006,132.470001,107.509392,1054110800
2011-03-07,132.860001,133.160004,129.490005,130.839996,106.186508,1072125000
2011-03-14,129.990005,130.479996,125.279999,127.760002,103.686859,1547968900
2011-03-21,129.350006,131.869995,128.320007,131.300003,107.022736,746906900
2011-03-28,131.580002,133.770004,130.440002,133.149994,108.530670,661783400
2011-04-04,133.429993,134.000000,132.309998,132.860001,108.294273,660648900
2011-04-11,133.000000,133.449997,130.270004,132.039993,107.625885,775858900
2011-04-18,130.589996,133.839996,129.509995,133.779999,109.044174,627087300
2011-04-25,133.679993,136.570007,133.199997,136.429993,111.204163,595273300
2011-05-02,137.070007,137.179993,133.020004,134.199997,109.386513,897019400
2011-05-09,134.190002,136.110001,133.389999,134.039993,109.256081,751471200
2011-05-16,133.559998,135.029999,132.119995,133.610001,108.905624,771663900
2011-05-23,131.979996,133.869995,131.380005,133.509995,108.824104,752721600
2011-05-30,134.770004,134.919998,130.080002,130.419998,106.305420,832982500
2011-06-06,130.089996,130.360001,127.260002,127.599998,104.006866,939901900
2011-06-13,127.889999,129.770004,126.320000,127.050003,103.558556,1210445900
2011-06-20,126.620003,129.809998,126.190002,126.809998,103.875374,1089755100
2011-06-27,126.889999,134.100006,126.639999,133.919998,109.699486,1004464900
2011-07-04,133.779999,135.699997,133.110001,134.399994,110.092644,673832300
2011-07-11,132.750000,133.220001,130.679993,131.690002,107.872787,1060781500
2011-07-18,131.080002,134.820007,129.630005,134.580002,110.240074,871838100
2011-07-25,133.300003,134.490005,127.970001,129.330002,105.939636,1031930400
2011-08-01,130.839996,130.960007,116.860001,120.080002,98.362564,2219616500
2011-08-08,116.910004,120.120003,110.269997,118.120003,96.757034,2884411300
2011-08-15,119.190002,121.199997,112.500000,112.639999,92.268143,1732344500
2011-08-22,115.169998,119.400002,112.410004,117.970001,96.634148,1479958200
2011-08-29,119.559998,123.510002,117.430000,117.849998,96.535881,1244224400
2011-09-05,114.389999,120.940002,114.379997,115.919998,94.954918,1125697000
2011-09-12,114.470001,121.970001,114.050003,121.519997,99.542122,1509003200
2011-09-19,119.529999,121.989998,111.300003,113.540001,93.486534,1597854300
2011-09-26,114.610001,119.559998,112.980003,113.150002,93.165443,1445625600
2011-10-03,112.489998,117.250000,107.430000,115.709999,95.273277,1678881000
2011-10-10,117.680000,122.599998,117.669998,122.570000,100.921654,1145235600
2011-10-17,121.989998,124.120003,119.199997,123.970001,102.074387,1288845800
2011-10-24,124.169998,129.419998,122.209999,128.600006,105.886658,1379992900
2011-10-31,127.160004,128.619995,121.519997,125.480003,103.317688,1430006500
2011-11-07,125.389999,128.020004,122.860001,126.660004,104.289291,1180816400
2011-11-14,126.190002,127.449997,121.230003,121.980003,100.435860,1126550200
2011-11-21,120.199997,120.349998,116.199997,116.339996,95.791992,769992600
2011-11-28,119.540001,126.500000,118.820000,124.860001,102.807190,1132431500
2011-12-05,126.839996,127.260002,123.650002,126.050003,103.787010,1091882700
2011-12-12,124.949997,125.570000,121.300003,121.589996,100.114731,1119195300
2011-12-19,122.059998,126.430000,120.029999,126.389999,104.726974,815204600
2011-12-26,126.169998,126.820000,124.730003,125.500000,103.989555,424289000
